id,kind,target,arg1,arg2,expected
Q0357,QUOTE,SUI,2026-12-23,2026-12-30,status=4xx
Q0358,QUOTE,STD,2026-12-23,2027-01-03,status=4xx
Q0359,QUOTE,DLX,2026-12-23,2027-01-03,status=4xx
Q0360,QUOTE,SUI,2026-12-23,2027-01-03,status=4xx
Q0361,QUOTE,STD,2026-05-28,2026-09-12,nights=107;total=17341.40
Q0362,QUOTE,DLX,2026-05-28,2026-09-12,nights=107;total=25254.20
Q0363,QUOTE,SUI,2026-05-28,2026-09-12,nights=107;total=43123.80
Q0364,QUOTE,STD,2026-05-30,2026-09-10,nights=103;total=16893.40
Q0365,QUOTE,DLX,2026-05-30,2026-09-10,nights=103;total=24571.00
Q0366,QUOTE,SUI,2026-05-30,2026-09-10,nights=103;total=41959.00
Q0367,QUOTE,STD,2026-08-20,2026-09-20,nights=31;total=4931.80
Q0368,QUOTE,DLX,2026-08-20,2026-09-20,nights=31;total=7289.40
Q0369,QUOTE,SUI,2026-08-20,2026-09-20,nights=31;total=12301.40
Q0370,QUOTE,STD,2026-06-25,2026-09-05,nights=72;total=11909.40
Q0371,QUOTE,DLX,2026-06-25,2026-09-05,nights=72;total=17285.40
Q0372,QUOTE,SUI,2026-06-25,2026-09-05,nights=72;total=29538.20
Q0373,QUOTE,STD,2026-08-31,2026-09-09,nights=9;total=1790.20
Q0374,QUOTE,DLX,2026-08-31,2026-09-09,nights=9;total=2669.40
Q0375,QUOTE,SUI,2026-08-31,2026-09-09,nights=9;total=4416.60
Q0376,QUOTE,STD,2026-08-25,2026-09-01,nights=7;total=1151.80
Q0377,QUOTE,DLX,2026-08-25,2026-09-01,nights=7;total=1661.40
Q0378,QUOTE,SUI,2026-08-25,2026-09-01,nights=7;total=2837.40
Q0379,QUOTE,STD,2026-09-01,2026-09-05,nights=4;total=866.20
Q0380,QUOTE,DLX,2026-09-01,2026-09-05,nights=4;total=1291.80
Q0381,QUOTE,SUI,2026-09-01,2026-09-05,nights=4;total=2120.60
Q0382,QUOTE,STD,2026-09-08,2026-09-14,nights=6;total=754.20
Q0383,QUOTE,DLX,2026-09-08,2026-09-14,nights=6;total=1123.80
Q0384,QUOTE,SUI,2026-09-08,2026-09-14,nights=6;total=1896.60
Q0385,QUOTE,STD,2026-09-07,2026-09-09,nights=2;total=351.00
Q0386,QUOTE,DLX,2026-09-07,2026-09-09,nights=2;total=519.00
Q0387,QUOTE,SUI,2026-09-07,2026-09-09,nights=2;total=855.00
Q0388,QUOTE,DLX,2026-09-03,2026-08-28,status=4xx
Q0389,QUOTE,DLX,2026-08-28,2026-08-28,status=4xx
Q0390,QUOTE,DLX,2026-13-45,2026-09-03,status=4xx
Q0391,QUOTE,DLX,28-08-2026,2026-09-03,status=4xx
Q0392,QUOTE,DLX,2026-02-30,2026-03-04,status=4xx
Q0393,QUOTE,DLX,2026-01-01,2027-12-31,status=4xx
Q0394,QUOTE,XXX,2026-08-28,2026-09-03,status=4xx
Q0395,QUOTE,,2026-08-28,2026-09-03,status=4xx
P0513,PREVIEW,STD,2026-01-09,2026-01-12,nights=3;sum=270.00
P0514,PREVIEW,DLX,2026-01-17,2026-01-23,nights=6;sum=840.00
P0515,PREVIEW,SUI,2026-01-25,2026-02-04,nights=10;sum=2400.00
P0516,PREVIEW,STD,2026-02-02,2026-02-17,nights=15;sum=1350.00
P0517,PREVIEW,DLX,2026-02-10,2026-02-13,nights=3;sum=420.00
P0518,PREVIEW,SUI,2026-02-18,2026-02-24,nights=6;sum=1440.00
P0519,PREVIEW,STD,2026-02-26,2026-03-08,nights=10;sum=900.00
P0520,PREVIEW,DLX,2026-03-06,2026-03-21,nights=15;sum=2100.00
P0521,PREVIEW,SUI,2026-03-14,2026-03-17,nights=3;sum=720.00
P0522,PREVIEW,STD,2026-03-22,2026-03-28,nights=6;sum=540.00
P0523,PREVIEW,DLX,2026-03-30,2026-04-09,nights=10;sum=1400.00
P0524,PREVIEW,SUI,2026-04-07,2026-04-22,nights=15;sum=3600.00
P0525,PREVIEW,STD,2026-04-15,2026-04-18,nights=3;sum=270.00
P0526,PREVIEW,DLX,2026-04-23,2026-04-29,nights=6;sum=840.00
P0527,PREVIEW,SUI,2026-05-01,2026-05-11,nights=10;sum=2400.00
P0528,PREVIEW,STD,2026-05-09,2026-05-24,nights=15;sum=1350.00
P0529,PREVIEW,DLX,2026-05-17,2026-05-20,nights=3;sum=420.00
P0530,PREVIEW,SUI,2026-05-25,2026-05-31,nights=6;sum=1440.00
P0531,PREVIEW,STD,2026-06-02,2026-06-12,nights=10;sum=1450.00
P0532,PREVIEW,DLX,2026-06-10,2026-06-25,nights=15;sum=3150.00
P0533,PREVIEW,SUI,2026-06-18,2026-06-21,nights=3;sum=1080.00
P0534,PREVIEW,STD,2026-06-26,2026-07-02,nights=6;sum=870.00
P0535,PREVIEW,DLX,2026-07-04,2026-07-14,nights=10;sum=2100.00
P0536,PREVIEW,SUI,2026-07-12,2026-07-27,nights=15;sum=5400.00
P0537,PREVIEW,STD,2026-07-20,2026-07-23,nights=3;sum=435.00
P0538,PREVIEW,DLX,2026-07-28,2026-08-03,nights=6;sum=1260.00
P0539,PREVIEW,SUI,2026-08-05,2026-08-15,nights=10;sum=3600.00
P0540,PREVIEW,STD,2026-08-13,2026-08-28,nights=15;sum=2175.00
P0541,PREVIEW,DLX,2026-08-21,2026-08-24,nights=3;sum=630.00
P0542,PREVIEW,SUI,2026-08-29,2026-09-04,nights=6;sum=2490.00
P0543,PREVIEW,STD,2026-09-06,2026-09-16,nights=10;sum=1260.00
P0544,PREVIEW,DLX,2026-09-14,2026-09-29,nights=15;sum=2475.00
P0545,PREVIEW,SUI,2026-09-22,2026-09-25,nights=3;sum=840.00
P0546,PREVIEW,STD,2026-09-30,2026-10-06,nights=6;sum=660.00
P0547,PREVIEW,DLX,2026-10-08,2026-10-18,nights=10;sum=1650.00
P0548,PREVIEW,SUI,2026-10-16,2026-10-31,nights=15;sum=4200.00
P0549,PREVIEW,STD,2026-10-24,2026-10-27,nights=3;sum=330.00
P0550,PREVIEW,DLX,2026-11-01,2026-11-07,nights=6;sum=990.00
P0551,PREVIEW,SUI,2026-11-09,2026-11-19,nights=10;sum=2800.00
P0552,PREVIEW,STD,2026-11-17,2026-12-02,nights=15;sum=1650.00
P0553,PREVIEW,DLX,2026-11-25,2026-11-28,nights=3;sum=495.00
P0554,PREVIEW,SUI,2026-12-03,2026-12-09,nights=6;sum=1680.00
P0555,PREVIEW,STD,2026-12-11,2026-12-21,status=4xx
P0556,PREVIEW,DLX,2026-12-19,2027-01-03,status=4xx
P0557,PREVIEW,SUI,2026-12-27,2026-12-30,nights=3;sum=1560.00
P0558,PREVIEW,STD,2026-08-29,2026-09-04,nights=6;sum=1005.00
P0559,PREVIEW,DLX,2026-08-29,2026-09-04,nights=6;sum=1485.00
P0560,PREVIEW,SUI,2026-08-29,2026-09-04,nights=6;sum=2490.00
P0561,PREVIEW,STD,2026-09-06,2026-09-11,nights=5;sum=710.00
P0562,PREVIEW,DLX,2026-09-06,2026-09-11,nights=5;sum=1065.00
P0563,PREVIEW,SUI,2026-09-06,2026-09-11,nights=5;sum=1780.00
P0564,PREVIEW,STD,2026-05-29,2026-06-04,nights=6;sum=705.00
P0565,PREVIEW,DLX,2026-05-29,2026-06-04,nights=6;sum=1050.00
P0566,PREVIEW,SUI,2026-05-29,2026-06-04,nights=6;sum=1800.00
P0567,PREVIEW,STD,2026-12-18,2026-12-23,status=4xx
P0568,PREVIEW,DLX,2026-12-18,2026-12-23,status=4xx
P0569,PREVIEW,SUI,2026-12-18,2026-12-23,status=4xx
P0570,PREVIEW,STD,2026-12-25,2026-12-30,status=4xx
P0571,PREVIEW,DLX,2026-12-25,2026-12-30,status=4xx
P0572,PREVIEW,SUI,2026-12-25,2026-12-30,status=4xx
A0396,AVAIL,STD,2026-01-04,2026-01-06,available=6;total=216.60
A0397,AVAIL,DLX,2026-01-10,2026-01-13,available=4;total=485.40
A0398,AVAIL,SUI,2026-01-16,2026-01-20,available=2;total=1090.20
A0399,AVAIL,STD,2026-01-22,2026-01-29,available=6;total=720.60
A0400,AVAIL,DLX,2026-01-28,2026-01-30,available=4;total=328.60
A0401,AVAIL,SUI,2026-02-03,2026-02-06,available=2;total=821.40
A0402,AVAIL,STD,2026-02-09,2026-02-13,available=6;total=418.20
A0403,AVAIL,DLX,2026-02-15,2026-02-22,available=4;total=1112.60
A0404,AVAIL,SUI,2026-02-21,2026-02-23,available=2;total=552.60
A0405,AVAIL,STD,2026-02-27,2026-03-02,available=6;total=317.40
A0406,AVAIL,DLX,2026-03-05,2026-03-09,available=4;total=642.20
A0407,AVAIL,SUI,2026-03-11,2026-03-18,available=2;total=1896.60
A0408,AVAIL,STD,2026-03-17,2026-03-19,available=6;total=216.60
A0409,AVAIL,DLX,2026-03-23,2026-03-26,available=4;total=485.40
A0410,AVAIL,SUI,2026-03-29,2026-04-02,available=2;total=1090.20
A0411,AVAIL,STD,2026-04-04,2026-04-11,available=6;total=720.60
A0412,AVAIL,DLX,2026-04-10,2026-04-12,available=4;total=328.60
A0413,AVAIL,SUI,2026-04-16,2026-04-19,available=2;total=821.40
A0414,AVAIL,STD,2026-04-22,2026-04-26,available=6;total=418.20
A0415,AVAIL,DLX,2026-04-28,2026-05-05,available=4;total=1112.60
A0416,AVAIL,SUI,2026-05-04,2026-05-06,available=2;total=552.60
A0417,AVAIL,STD,2026-05-10,2026-05-13,available=6;total=317.40
A0418,AVAIL,DLX,2026-05-16,2026-05-20,available=4;total=642.20
A0419,AVAIL,SUI,2026-05-22,2026-05-29,available=2;total=1896.60
A0420,AVAIL,STD,2026-05-28,2026-05-30,available=5;total=216.60
A0421,AVAIL,DLX,2026-06-03,2026-06-06,available=4;total=720.60
A0422,AVAIL,SUI,2026-06-09,2026-06-13,available=2;total=1627.80
A0423,AVAIL,STD,2026-06-15,2026-06-22,available=5;total=1151.80
A0424,AVAIL,DLX,2026-06-21,2026-06-23,available=4;total=485.40
A0425,AVAIL,SUI,2026-06-27,2026-06-30,available=2;total=1224.60
A0426,AVAIL,STD,2026-07-03,2026-07-07,available=5;total=664.60
A0427,AVAIL,DLX,2026-07-09,2026-07-16,available=3;total=1661.40
A0428,AVAIL,SUI,2026-07-15,2026-07-17,available=2;total=821.40
A0429,AVAIL,STD,2026-07-21,2026-07-24,available=5;total=502.20
A0430,AVAIL,DLX,2026-07-27,2026-07-31,available=4;total=955.80
A0431,AVAIL,SUI,2026-08-02,2026-08-09,available=2;total=2837.40
A0432,AVAIL,STD,2026-08-08,2026-08-10,available=5;total=339.80
A0433,AVAIL,DLX,2026-08-14,2026-08-17,available=4;total=720.60
A0434,AVAIL,SUI,2026-08-20,2026-08-24,available=2;total=1627.80
A0435,AVAIL,STD,2026-08-26,2026-09-02,available=5;total=1202.20
A0436,AVAIL,DLX,2026-09-01,2026-09-03,available=2;total=653.40
A0437,AVAIL,SUI,2026-09-07,2026-09-10,available=2;total=1168.60
A0438,AVAIL,STD,2026-09-13,2026-09-17,available=6;total=507.80
A0439,AVAIL,DLX,2026-09-19,2026-09-26,available=4;total=1308.60
A0440,AVAIL,SUI,2026-09-25,2026-09-27,available=2;total=642.20
A0441,AVAIL,STD,2026-10-01,2026-10-04,available=6;total=384.60
A0442,AVAIL,DLX,2026-10-07,2026-10-11,available=4;total=754.20
A0443,AVAIL,SUI,2026-10-13,2026-10-20,available=2;total=2210.20
A0444,AVAIL,STD,2026-10-19,2026-10-21,available=6;total=261.40
A0445,AVAIL,DLX,2026-10-25,2026-10-28,available=4;total=569.40
A0446,AVAIL,SUI,2026-10-31,2026-11-04,available=2;total=1269.40
A0447,AVAIL,STD,2026-11-06,2026-11-13,available=0;total=877.40
A0448,AVAIL,DLX,2026-11-12,2026-11-14,available=4;total=384.60
A0449,AVAIL,SUI,2026-11-18,2026-11-21,available=2;total=955.80
A0450,AVAIL,STD,2026-11-24,2026-11-28,available=6;total=507.80
A0451,AVAIL,DLX,2026-11-30,2026-12-07,available=4;total=1308.60
A0452,AVAIL,SUI,2026-12-06,2026-12-08,available=1;total=642.20
A0453,AVAIL,STD,2026-12-12,2026-12-15,available=6;total=384.60
A0454,AVAIL,DLX,2026-12-18,2026-12-22,status=4xx
A0455,AVAIL,SUI,2026-12-24,2026-12-31,status=4xx
A0456,AVAIL,STD,2026-11-10,2026-11-12,available=1;total=261.40
A0457,AVAIL,DLX,2026-11-10,2026-11-12,available=4;total=384.60
A0458,AVAIL,SUI,2026-11-10,2026-11-12,available=2;total=642.20
A0459,AVAIL,STD,2026-11-10,2026-11-11,available=2;total=138.20
A0460,AVAIL,DLX,2026-11-10,2026-11-11,available=4;total=199.80
A0461,AVAIL,SUI,2026-11-10,2026-11-11,available=2;total=328.60
A0462,AVAIL,STD,2026-11-10,2026-11-13,available=1;total=384.60
A0463,AVAIL,DLX,2026-11-10,2026-11-13,available=4;total=569.40
A0464,AVAIL,SUI,2026-11-10,2026-11-13,available=2;total=955.80
A0465,AVAIL,STD,2026-11-09,2026-11-11,available=1;total=261.40
A0466,AVAIL,DLX,2026-11-09,2026-11-11,available=4;total=384.60
A0467,AVAIL,SUI,2026-11-09,2026-11-11,available=2;total=642.20
A0468,AVAIL,STD,2026-11-08,2026-11-10,available=4;total=261.40
A0469,AVAIL,DLX,2026-11-08,2026-11-10,available=4;total=384.60
A0470,AVAIL,SUI,2026-11-08,2026-11-10,available=2;total=642.20
A0471,AVAIL,STD,2026-11-12,2026-11-15,available=3;total=384.60
A0472,AVAIL,DLX,2026-11-12,2026-11-15,available=4;total=569.40
A0473,AVAIL,SUI,2026-11-12,2026-11-15,available=2;total=955.80
A0474,AVAIL,STD,2026-11-13,2026-11-16,available=4;total=384.60
A0475,AVAIL,DLX,2026-11-13,2026-11-16,available=4;total=569.40
A0476,AVAIL,SUI,2026-11-13,2026-11-16,available=2;total=955.80
A0477,AVAIL,STD,2026-10-05,2026-10-09,available=6;total=507.80
A0478,AVAIL,DLX,2026-10-05,2026-10-09,available=4;total=754.20
A0479,AVAIL,SUI,2026-10-05,2026-10-09,available=1;total=1269.40
A0480,AVAIL,STD,2026-10-08,2026-10-11,available=6;total=384.60
A0481,AVAIL,DLX,2026-10-08,2026-10-11,available=4;total=569.40
A0482,AVAIL,SUI,2026-10-08,2026-10-11,available=1;total=955.80
A0483,AVAIL,STD,2026-10-09,2026-10-12,available=6;total=384.60
A0484,AVAIL,DLX,2026-10-09,2026-10-12,available=4;total=569.40
A0485,AVAIL,SUI,2026-10-09,2026-10-12,available=2;total=955.80
A0486,AVAIL,STD,2026-10-14,2026-10-18,available=6;total=507.80
A0487,AVAIL,DLX,2026-10-14,2026-10-18,available=1;total=754.20
A0488,AVAIL,SUI,2026-10-14,2026-10-18,available=2;total=1269.40
A0489,AVAIL,STD,2026-10-18,2026-10-21,available=6;total=384.60
A0490,AVAIL,DLX,2026-10-18,2026-10-21,available=3;total=569.40
A0491,AVAIL,SUI,2026-10-18,2026-10-21,available=2;total=955.80
A0492,AVAIL,STD,2026-12-05,2026-12-08,available=6;total=384.60
A0493,AVAIL,DLX,2026-12-05,2026-12-08,available=4;total=569.40
A0494,AVAIL,SUI,2026-12-05,2026-12-08,available=1;total=955.80
A0495,AVAIL,STD,2026-12-09,2026-12-12,available=6;total=384.60
A0496,AVAIL,DLX,2026-12-09,2026-12-12,available=4;total=569.40
A0497,AVAIL,SUI,2026-12-09,2026-12-12,available=2;total=955.80
A0498,AVAIL,STD,2026-06-24,2026-06-27,available=5;total=502.20
A0499,AVAIL,DLX,2026-06-24,2026-06-27,available=4;total=720.60
A0500,AVAIL,SUI,2026-06-24,2026-06-27,available=2;total=1224.60
A0501,AVAIL,STD,2026-03-06,2026-03-09,available=6;total=317.40
A0502,AVAIL,DLX,2026-03-06,2026-03-09,available=4;total=485.40
A0503,AVAIL,SUI,2026-03-06,2026-03-09,available=2;total=821.40
A0504,AVAIL,STD,2026-07-15,2026-07-18,available=5;total=502.20
A0505,AVAIL,DLX,2026-07-15,2026-07-18,available=4;total=720.60
A0506,AVAIL,SUI,2026-07-15,2026-07-18,available=2;total=1224.60
A0507,AVAIL,STD,2026-08-28,2026-09-03,available=5;total=1090.20
A0508,AVAIL,DLX,2026-08-28,2026-09-03,available=2;total=1594.20
A0509,AVAIL,SUI,2026-08-28,2026-09-03,available=2;total=2680.60
A0510,AVAIL,STD,2026-09-03,2026-09-06,available=5;total=653.40
A0511,AVAIL,DLX,2026-09-03,2026-09-06,available=3;total=972.60
A0512,AVAIL,SUI,2026-09-03,2026-09-06,available=2;total=1594.20
F0573,FORECAST,-,2026-08-27,2026-09-04,nights=8;peak=3;sum=17
F0574,FORECAST,-,2026-11-07,2026-11-16,nights=9;peak=4;sum=17
F0575,FORECAST,-,2026-10-04,2026-10-20,nights=16;peak=3;sum=16
F0576,FORECAST,-,2026-06-19,2026-06-26,nights=7;peak=2;sum=11
F0577,FORECAST,-,2026-09-06,2026-09-14,nights=8;peak=1;sum=6
F0578,FORECAST,-,2026-12-01,2026-12-10,nights=9;peak=2;sum=11
F0579,FORECAST,-,2026-07-09,2026-07-16,nights=7;peak=2;sum=12
F0580,FORECAST,-,2026-03-01,2026-03-08,nights=7;peak=1;sum=4
E0593,EXTEND,RES-11150,2026-12-02,2026-12-07,status=2xx
E0594,EXTEND,RES-11150,2026-12-02,2026-12-04,status=2xx
E0595,EXTEND,RES-10877,2026-06-20,2026-06-26,status=2xx
E0596,EXTEND,RES-10861,2026-03-02,2026-03-09,status=2xx
C0581,CREATE,STD,2026-11-10,2026-11-12,available=1;create=status=2xx
C0582,CREATE,STD,2026-11-10,2026-11-11,available=1;create=status=2xx
C0583,CREATE,SUI,2026-10-08,2026-10-11,available=1;create=status=2xx
C0584,CREATE,DLX,2026-10-18,2026-10-21,available=3;create=status=2xx
C0585,CREATE,DLX,2026-09-05,2026-09-09,available=4;create=status=2xx
C0586,CREATE,SUI,2026-04-06,2026-04-09,available=2;create=status=2xx
C0587,CREATE,STD,2026-02-03,2026-02-06,available=6;create=status=2xx
C0588,CREATE,DLX,2026-12-19,2026-12-22,available=error;create=status=4xx
C0589,CREATE,SUI,2026-05-11,2026-05-14,available=2;create=status=2xx
C0590,CREATE_GUESTS,STD,2026-04-20,2026-04-23,status=4xx
C0591,CREATE_GUESTS,DLX,2026-04-20,2026-04-23,status=4xx
C0592,CREATE_LONG,STD,2026-01-05,2027-01-05,status=4xx
